names,date_x,score,genre,overview,orig_title,status,orig_lang,budget_x,revenue,country
Bruised,11/24/2021 ,69.0,Drama,"Jackie Justice is a mixed martial arts fighter who leaves the sport in disgrace. Down on her luck and simmering with rage and regret years after the fight, she's coaxed into a brutal underground fight by her manager and boyfriend Desi and grabs the attention of a fight league promoter who promises Jackie a life back in the Octagon. But the road to redemption becomes unexpectedly personal when Manny - the son she gave up as an infant - shows up at her doorstep. A triumphant story of a fighter who reclaims her power, in and out of the ring, when everyone has counted her out",Bruised, Released, English,11000000.0,170645114.4,GB
"Strip Down, Rise Up",02/05/2021 ,70.0,Documentary,"The feature documentary follows women of all walks of life, all ages and ethnic backgrounds, as they shed trauma, body image shame, sexual abuse and other issues locked in their bodies, and embark on a journey to reclaim themselves. The film also gives a rare window into the world of Pole artistry and expression.","Strip Down, Rise Up", Released, English,100140523.8,625891229.0,US
Police Story: Lockdown,12/24/2013 ,61.0,"Action, Crime, Drama","A man looking for the release of a long-time prisoner takes a police officer, his daughter, and a group of strangers hostage.", 警察故事2013, Released, Chinese,12300000.0,94249025.0,AU
Fantasy Island,02/13/2020 ,59.0,"Horror, Fantasy, Adventure, Mystery, Action","A group of contest winners arrive at an island hotel to live out their dreams, only to find themselves trapped in nightmare scenarios.",Fantasy Island, Released, English,7000000.0,48518957.0,AU
Fyre,01/18/2019 ,69.0,Documentary,"He promised supermodels and yachts, but delivered tents and cheese sandwiches. How one man engineered a music festival disaster.",Fyre, Released, English,111600000.0,767228967.6,US
Fantomas Unleashed,12/08/1965 ,68.0,"Comedy, Crime, Adventure, Fantasy","In the second episode of the trilogy Fantômas kidnaps distinguished scientist professor Marchand with the aim to develop a super weapon that will enable him to menace the world. Fantômas is also planning to abduct a second scientist, professor Lefebvre.", Fantômas se déchaîne, Released, French,108000000.0,612271907.6,FR
Terminal,03/06/2019 ,55.0,"Crime, Drama, Thriller","In the dark heart of a sprawling, anonymous city, two assassins carry out a sinister mission, a teacher battles a fatal illness, and an enigmatic janitor and a curious waitress lead dangerous double lives.  Murderous consequences unravel in the dead of night, as their lives intertwine at the hands of a mysterious criminal mastermind who is hell-bent on revenge.",Terminal, Released, English,3940000.0,843970.0,AU
The Humanity Bureau,07/11/2017 ,48.0,"Action, Science Fiction, Adventure",In 2030 the world is in a permanent state of economic recession and facing serious environmental problems as a result of global warming.,The Humanity Bureau, Released, English,6000000.0,17544173.0,US
Ghost in the Shell Arise - Border 4: Ghost Stands Alone,09/06/2014 ,70.0,"Action, Animation, Science Fiction, Crime","The upcoming installment's story takes place amidst signs of postwar reconstruction in the winter of 2028. Tensions are rising in New Port City as demonstrations are held concerning the interests of foreign cartels. This leads to a shooting incident involving riot police. It all started with a cyberbrain infection released by the terrorist ""Fire Starter."" An independent offensive unit led by Makoto Kusanagi entrusts the suppression of the situation to their ghosts and aims for their own justice. Below the surface of the incident, lies the ""tin girl"" Emma and the ""scarecrow man"" Burinda Junior. As Kusanagi deals with the incident, she draws near to what those two ghosts were seeking.", 攻殻機動隊ARISE border: 4 Ghost Stands Alone, Released, Japanese,117200000.0,513422565.0,JP
Animal World,06/29/2018 ,72.0,"Drama, Action, Adventure, Thriller, Mystery, Fantasy","Drifting aimlessly through life, Kaisi has racked up debts of several million having borrowed money from his friends. Lured with the promise of writing it all off, Kaisi leaves his ailing mother and childhood sweetheart Qing to board the ship Destiny and attend a gambling party controlled by the mysterious Anderson. All players join the game with stars. For each game they lose, their opponent captures a star. Everyone is holding daggers behind their backs plotting dirty means by which to overcome their opponents. The game quickly deteriorates into a slaughter and Kaisi must battle save his own skin.", 动物世界, Released, Chinese,125000.0,73773028.2,CN
The Santa Clause,11/24/1994 ,65.0,"Fantasy, Drama, Comedy, Family","On Christmas Eve, divorced dad Scott Calvin and his son discover Santa Claus has fallen off their roof. When Scott takes the reins of the magical sleigh, he finds he is now the new Santa, and must convince a world of disbelievers, including himself.",The Santa Clause, Released, English,22000000.0,190506000.0,AU
Shiloh,11/30/1996 ,56.0,"Drama, Family","An abused beagle runs away from his owner. On the road, he meets young Marty Preston and follows him home. The boy immediately forms a bond with the dog and names him Shiloh. His stern father won't let him keep the dog because it belongs to Judd Travers, a local hunter. After Shiloh is mistreated again, he runs away and returns to Marty. Knowing his father will once again make him bring Shiloh back to Judd, he makes a home for the dog in an old shed up the hill from the Prestons' house and hides him from his family. His secret is soon discovered when a stray attacks the dog one night and he must turn to his father for help.",Shiloh, Released, English,44400000.0,371501189.4,US
Oliver Twist,10/07/2005 ,67.0,"Crime, Drama, Family","Oliver Twist the modern filmed version of Charles Dickens bestseller, a Roman Polanski adaptation. The classic Dickens tale, where an orphan meets a pickpocket on the streets of London. From there, he joins a household of boys who are trained to steal for their master.",Oliver Twist, Released, English,65000000.0,26670920.0,GB
The Last Man,01/18/2019 ,57.0,"Science Fiction, Action, Drama, Thriller","Tov Matheson is a war veteran with PTSD who perceives that the apocalypse is coming. After starting a relationship with a dubious Messiah, he leaves his normal life and begins the construction of a shelter underground, training himself, in an extreme way, at the cost of losing everything and making people believe he is insane. When he also believes it, something extraordinary happens.",The Last Man, Released, English,125000000.0,502896889.8,US
The Last Unicorn,09/18/1986 ,72.0,"Fantasy, Animation, Family, Adventure","From a riddle-speaking butterfly, a unicorn learns that she is supposedly the last of her kind, all the others having been herded away by the Red Bull. The unicorn sets out to discover the truth behind the butterfly's words. She is eventually joined on her quest by Schmendrick, a second-rate magician, and Molly Grue, a now middle-aged woman who dreamed all her life of seeing a unicorn. Their journey leads them far from home, all the way to the castle of King Haggard.",The Last Unicorn, Released, English,27268000.0,6455530.0,AU
Operation Chromite,07/27/2016 ,58.0,"History, Drama, War, Action",A squad of soldiers fight in the Korean War's crucial Battle of Incheon., 인천상륙작전, Released, Korean,12700000.0,49196532.0,KR
The Entity,02/04/1983 ,66.0,"Horror, Mystery, Thriller","Carla Moran, a hard-working single mother,  is raped in her bedroom by someone  -  or something  -  that she cannot see. Despite skeptical psychiatrists, she is repeatedly attacked by this invisible force. Could this be a case of hysteria or something more horrific?",The Entity, Released, English,9000000.0,13277558.0,US
16 Blocks,08/03/2006 ,64.0,"Action, Adventure, Crime, Thriller","An aging cop is assigned the ordinary task of escorting a fast-talking witness from police custody to a courthouse, but they find themselves running the gauntlet as other forces try to prevent them from getting there.",16 Blocks, Released, English,45000000.0,65595141.0,AU
Stoker,09/29/2013 ,67.0,"Drama, Horror, Thriller","After India's father dies, her Uncle Charlie, who she never knew existed, comes to live with her and her unstable mother. She comes to suspect this mysterious, charming man has ulterior motives and becomes increasingly infatuated with him.",Stoker, Released, English,12000000.0,12034913.0,AU
Pi,07/15/1999 ,71.0,"Mystery, Drama, Thriller","A mathematical genius discovers a link between numbers and reality, and thus believes he can predict the future.",Pi, Released, English,68000.0,4678513.0,AU
Olaf Jagger,04/06/2023 ,40.0,Comedy,We don't have an overview translated in English. Help us expand our database by adding one.,Olaf Jagger, Released, German,101800000.0,567601271.2,DE
The Legend of 1900,10/28/1998 ,83.0,"Drama, Music, Romance","The story of a virtuoso piano player who lives his entire life aboard an ocean liner. Born and raised on the ship, 1900 (Tim Roth) learned about the outside world through interactions with passengers, never setting foot on land, even for the love of his life. Years later, the ship may be destroyed, and a former band member fears that 1900 may still be aboard, willing to go down with the ship.", La leggenda del pianista sull'oceano, Released, Italian,9000000.0,21057208.0,IT
Black Water,06/01/2007 ,59.0,"Adventure, Drama, Horror",A trio of tourists on a fishing trip in the mangrove swamps of Northern Australia are left to fend for themselves when their tour guide is killed by a crocodile.,Black Water, Released, English,700000.0,1271556.0,AU
My Daughter's Lover 3,12/05/2019 ,47.0,Romance,"Mi-seon loves her family, but she loves having sex with younger men. One day, she hears her sex partner, Jeong-woo, has a brother and she feels more attracted to the younger man.  Mi-seon goes to Jeong-woo's house and tries to seduce his brother when he's alone.  However, her new sex partner is her daughter's boyfriend.", 딸의 애인 3, Released, Korean,135200000.0,947468745.8,KR
Southern Gospel,03/10/2023 ,50.0,"History, Drama, Music","Samuel Allen's life collapses, but he wants to pursue his childhood goals and become a preacher. To do this, the rock n roll star has to fight against his past demons.",Southern Gospel, Released, English,154400000.0,345020989.6,US
2-Headed Shark Attack,01/17/2012 ,44.0,"Horror, Action, Thriller, Science Fiction","A Semester at Sea ship is attacked and sunk by a mutated two-headed shark, and the survivors seek refuge on a deserted atoll. The coeds, however, are no longer safe when the atoll starts flooding.",2-Headed Shark Attack, Released, English,134300000.0,884382967.0,US
High School Fleet Movie,01/18/2020 ,50.0,"Animation, Action, Drama, Science Fiction","Living by the sea, protecting the sea, and journeying across the sea…They’re the BLUE MERMAIDS! Because of a shift in tectonic plates around 100 years ago, Japan lost much of its area to submergence. To preserve Japan’s territories, Coastal Cities sprung up, one after the other. Eventually, they became Marine Cities, and along with the expansion of sea-lanes to connect them, the need arose for a sizable staff to protect the seas. At the same time, maritime jobs were becoming more popular among women. Hence, the BLUE MERMAIDS had become every female student’s dream job.", 劇場版 ハイスクール・フリート, Released, Japanese,161400000.0,613028432.6,JP
God of War,05/27/2017 ,59.0,"Action, History","During the 16th century, pirates rule the Chinese coastline, pillaging the small villages and terrorizing the citizens. When maverick leader Commander Yu enlists the help of a sharp young general, they devise a plan to defeat the pirates. A violent clash of wit and weapons will decide who will rule the land.", 荡寇风云, Released, Chinese,25000000.0,192580540.8,CN
Finding Neverland,11/11/2004 ,73.0,Drama,"During a writing slump, playwright J.M. Barrie meets a widow and her four children, all young boys - who soon become an important part of Barrie’s life and the inspiration that lead him to create his masterpiece. Peter Pan'.",Finding Neverland, Released, English,25000000.0,115036108.0,US
Automata,11/14/2014 ,58.0,"Thriller, Science Fiction","Jacq Vaucan, an insurance agent of ROC robotics corporation, routinely investigates the case of manipulating a robot. What he discovers will have profound consequences for the future of humanity.", Autómata, Released, English,7000000.0,58096837.4,AU
Hitman: Agent Jun,01/22/2020 ,74.0,"Action, Comedy","A top secret agent fakes his death to start a new life as a comic artist. When his new career goes poorly and he's unable to provide for his family, he drunk draws a comic about his exciting past. But when it gets posted online and becomes a massive hit, trouble from that past comes looking for him.", 히트맨, Released, Korean,88240000.0,335240483.0,KR
Ruby Sparks,09/20/2012 ,71.0,"Comedy, Romance, Fantasy, Drama","Calvin is a young novelist who achieved phenomenal success early in his career but is now struggling with his writing – as well as his romantic life. Finally, he makes a breakthrough and creates a character named Ruby who inspires him. When Calvin finds Ruby, in the flesh, sitting on his couch about a week later, he is completely flabbergasted that his words have turned into a living, breathing person.",Ruby Sparks, Released, English,8000000.0,9128263.0,AU
"20,000 Leagues Under the Sea",12/29/1955 ,71.0,"Adventure, Drama, Family, Fantasy, Science Fiction, Action","A ship sent to investigate a wave of mysterious sinkings encounters the advanced submarine, the Nautilus, commanded by Captain Nemo.","20,000 Leagues Under the Sea", Released, English,5000000.0,28200000.0,AU
"20,000 Leagues Under the Sea",12/29/1955 ,71.0,"Adventure, Drama, Family, Fantasy, Science Fiction, Action","A ship sent to investigate a wave of mysterious sinkings encounters the advanced submarine, the Nautilus, commanded by Captain Nemo.","20,000 Leagues Under the Sea", Released, English,200000.0,8000000.0,AU
The Descendants,01/12/2012 ,68.0,"Comedy, Drama","With his wife Elizabeth on life support after a boating accident, Hawaiian land baron Matt King takes his daughters on a trip from Oahu to Kauai to confront a young real estate broker, who was having an affair with Elizabeth before her misfortune.",The Descendants, Released, English,20000000.0,175507800.0,AU
Pokémon: Destiny Deoxys,07/22/2004 ,66.0,"Family, Adventure, Animation, Fantasy","Deoxys, a Pokémon from outer space, terrorizes the high-tech city Ash Ketchum and his friends are visiting.", 劇場版ポケットモンスター アドバンスジェネレーション 裂空の訪問者 デオキシス, Released, Japanese,66160000.0,34300000.0,JP
Two Mothers,08/01/2017 ,50.0,"Drama, Romance","Two best friends. And their lust for each one's opponent mothers. Junhyeong and Daejin are best friends. One day Daejin’s mom visits Junhyeong who is heartbroken when he was disappointed in love. She suggests that she will teach him sex and make him a real man. Unlike Junhyeong, Daejin is popular guy to women. But he long since has fallen in love with Junhyeong’s mom. When Daejin hears Junhyeong’s parents seems to divorce, he decides to start expressing his affection to her.", 두 엄마, Released, Korean,175600000.0,288568132.4,KR
Chris Rock: Selective Outrage,03/04/2023 ,62.0,Comedy,Chris Rock makes comedy history as he performs stand-up in real time for Netflix’s first global live-streaming event.,Chris Rock: Selective Outrage, Released, English,161400000.0,287419513.4,US
The Florida Project,12/21/2017 ,74.0,Drama,"The story of a precocious six year-old and her ragtag group of friends whose summer break is filled with childhood wonder, possibility and a sense of adventure while the adults around them struggle with hard times.",The Florida Project, Released, English,2000000.0,11275645.0,AU
Until the End of the World,09/12/1991 ,68.0,"Drama, Science Fiction, Adventure","In 1999, a woman's life is forever changed after she survives a car crash with two bank robbers, who enlist her help to take the money to a drop in Paris. On the way, she runs into another fugitive from the law  -  an American doctor on the run from the CIA. They want to confiscate his father's invention – a device which allows anyone to record their dreams and visions.", Bis ans Ende der Welt, Released, German,23000000.0,213407413.4,DE
Dumplings,08/19/2004 ,67.0,Horror,"A rich woman is losing her attractiveness and longs for passion with her husband, who is having an affair with his younger and more attractive masseuse. In order to boost her image, she seeks out the help of a local chef, who cooks some special dumplings which she are claimed to be effective for rejuvenation, but these dumplings hide a terrible secret.", 餃子, Released, Cantonese,60800000.0,470197771.4,HK
Kutukan Cakar Monyet,04/06/2023 ,0.0,Horror,"A greedy husband and wife use a monkey claw amulet given by a shaman so they can get rich quickly. But apparently, they had crossed the line that made so many victims around them.",Kutukan Cakar Monyet, Released, English,195000000.0,175269998.8,ID
Batman: Mask of the Phantasm,04/28/1994 ,75.0,"Action, Animation, Crime, Mystery","When a powerful criminal, who is connected to Bruce Wayne's ex-girlfriend, blames the Dark Knight for killing a crime lord, Batman decides to fight against him.",Batman: Mask of the Phantasm, Released, English,6000000.0,5617391.0,AU
Invisible Sister,10/09/2015 ,68.0,"Fantasy, Adventure, Comedy, TV Movie","Teenager Cleo's school science project goes quite awry, causing her popular older sister Molly to go invisible.",Invisible Sister, Released, English,122000000.0,798902641.4,US
The Remains of the Day,11/19/1993 ,74.0,"Drama, Romance",A rule bound head butler's world of manners and decorum in the household he maintains is tested by the arrival of a housekeeper who falls in love with him in post-WWI Britain. The possibility of romance and his master's cultivation of ties with the Nazi cause challenge his carefully maintained veneer of servitude.,The Remains of the Day, Released, English,15000000.0,63954968.0,US
The World's Fastest Indian,12/12/2005 ,76.0,"Drama, Adventure, History","The life story of New Zealander Burt Munro, who spent years building a 1920 Indian motorcycle - a bike which helped him set the land-speed world record at Utah's Bonneville Salt Flats in 1967.",The World's Fastest Indian, Released, English,25000000.0,18991288.0,AU
Women: Sexual Satisfaction,10/12/2017 ,20.0,Romance,"New employee Ho-seok is warned by the shooter to watch out for Lee Ji-sun. It turns out that Ji Sun was a new killer male employee! Moreover, as Hoseok's co-worker and Dae-cheol's sex partner, Joohee, began to look over Hoseok, Hoseok's corporate life is getting more and more dangerous.", 여자들 : 섹스의 만족도, Released, Korean,12001040.0,38139010.0,KR
Blood Ties,03/20/2014 ,61.0,"Thriller, Crime, Drama","Two brothers, on either side of the law, face off over organized crime in Brooklyn during the 1970s.",Blood Ties, Released, English,26000000.0,2923959.0,AU
Godzilla,11/03/1954 ,76.0,"Thriller, Horror, Science Fiction","Japan is thrown into a panic after several ships are sunk near Odo Island. An expedition to the island led by Dr. Yemani soon discover something far more devastating than imagined in the form of a 50 meter tall monster whom the natives call Gojira. Now the monster begins a rampage that threatens to destroy not only Japan, but the rest of the world as well.", ゴジラ, Released, Japanese,160000000.0,529076069.0,JP
Godzilla,11/03/1954 ,76.0,"Thriller, Horror, Science Fiction","Japan is thrown into a panic after several ships are sunk near Odo Island. An expedition to the island led by Dr. Yemani soon discover something far more devastating than imagined in the form of a 50 meter tall monster whom the natives call Gojira. Now the monster begins a rampage that threatens to destroy not only Japan, but the rest of the world as well.", ゴジラ, Released, Japanese,125000000.0,376000000.0,JP
Land,04/29/2021 ,68.0,Drama,"Edee, in the aftermath of an unfathomable event, finds herself unable to stay connected to the world she once knew and in the face of that uncertainty, retreats to the magnificent, but unforgiving, wilds of the Rockies. After a local hunter brings her back from the brink of death, she must find a way to live again.",Land, Released, English,54200004.0,2375190.0,AU
Enemy Mine,03/26/1986 ,69.0,"Drama, Science Fiction","A soldier from Earth crashlands on an alien world after sustaining battle damage. Eventually he encounters another survivor, but from the enemy species he was fighting; they band together to survive on this hostile world. In the end the human finds himself caring for his enemy in a completely unexpected way.",Enemy Mine, Released, English,40000000.0,12303411.0,AU
Everyone's Hero,09/15/2006 ,58.0,"Adventure, Animation, Comedy, Family",A boy begins a grand journey to return Babe Ruth's baseball bat before the deciding game of the 1932 World Series comes to a close.,Everyone's Hero, Released, English,35000000.0,16627188.0,US
Rocco,11/30/2016 ,56.0,Documentary,"Rocco Siffredi is to pornography what Mike Tyson is to boxing or Mick Jagger is to rock’n’roll: a living legend. His mother wanted him to be a priest; with her blessing he became a hardcore performer, devoting his life to one God only: Desire. Rocco Siffredi reveals all, even if it sometimes means busting his own myth: his true story, beginnings, career, wife and children… and the ultimate revelation that will change his life forever.",Rocco, Released, French,80300000.0,321306715.6,FR
The Bounty,05/04/1984 ,67.0,"Action, Drama, History","The familiar story of Lieutenant Bligh, whose cruelty leads to a mutiny on his ship. This version follows both the efforts of Fletcher Christian to get his men beyond the reach of British retribution, and the epic voyage of Lieutenant Bligh to get his loyalists safely to East Timor in a tiny lifeboat.",The Bounty, Released, English,25000000.0,8613462.0,US
Fire in the Sky,05/13/1993 ,66.0,"Science Fiction, Drama, Mystery","A group of men who were clearing brush for the government arrive back in town, claiming that their friend was abducted by aliens. Nobody believes them, and despite a lack of motive and no evidence of foul play, their friends' disappearance is treated as murder.",Fire in the Sky, Released, English,15000000.0,19885552.0,AU
Scooby-Doo! Abracadabra-Doo,03/02/2010 ,78.0,"Animation, Comedy, Family, Mystery, Fantasy","The gang goes on a trip to check on Velma's younger sister, Madelyn. She's been studying stage magic at the Whirlen Merlin Magic Academy, where apparently there have been sightings of a giant griffin. The gang decides to investigate.",Scooby-Doo! Abracadabra-Doo, Released, English,145800000.0,1060714737.4,AU
I Am a Sex Addict,10/14/2005 ,57.0,"Comedy, Romance","Just moments before his third wedding, Zahedi relates with utter sincerity and astonishing candor his obsession with prostitutes. He retraces his romantic and sexual history, including his ideological commitment to open relationships, that led to two disastrous marriages and several very pissed off ex-girlfriends.",I Am a Sex Addict, Released, English,128000000.0,419965614.6,US
In for a Murder,06/18/2021 ,63.0,"Crime, Comedy, Science Fiction",A stay-at-home mom and avid reader of crime stories discovers the deepest secrets of a small town's residents while investigating a woman's murder., W jak morderstwo, Released, Polish,112000000.0,298125647.4,PL
Burn the Stage: The Movie,11/15/2018 ,84.0,Music,"A documentary following the worldwide famous music group BTS, as they tour the world and share their experience along with their beloved band friends and fans.", 번 더 스테이지: 더 무비, Released, Korean,140460000.0,807925864.6,KR
A Dangerous Method,01/13/2012 ,63.0,"Drama, Thriller","Seduced by the challenge of an impossible case, the driven Dr. Carl Jung takes the unbalanced yet beautiful Sabina Spielrein as his patient. Jung’s weapon is the method of his master, the renowned Sigmund Freud. Both men fall under Sabina’s spell.",A Dangerous Method, Released, English,20000000.0,14807531.0,CA
A Good Man,08/19/2014 ,51.0,Action,"After an illustrious special ops career ends in disaster, Alexander goes off the grid and attempts to lead a quiet life as a handyman at an apartment complex. But when one of his tenants and her family fall under the thumb of a Russian gangster, Alexander is dragged into an all-out war between rival Chinese and Russian gangs; forcing him to not only defend the family, but bringing him face to face with an old foe, and giving him one more chance to reconcile his past.",A Good Man, Released, English,7000000.0,3297830.6,US
Yummy,06/25/2020 ,63.0,"Horror, Comedy, Action","A young couple travels to a shabby Eastern European hospital for plastic surgery. The young woman wants a breast reduction. Her mother comes along for yet another face-lift. Wandering through an abandoned ward the boyfriend stumbles upon a young woman, gagged and strapped to an operating table; she is the result of an experimental rejuvenation treatment. He frees her, but does not realize he just caused the outbreak of a virus that will change doctors, patients and his mother-in-law into bloodthirsty zombies.",Yummy, Released,"Dutch",75000000.0,485503283.4,US
Private Valentine: Blonde & Dangerous,02/03/2009 ,64.0,Comedy,"When fluffy, bubble gum movie star Megan Valentine suddenly finds herself broke and humiliated in the public eye, she wanders from the wreckage of a car accident and witlessly enlists in the U.S. Army hoping in vain that it will change her life.",Private Valentine: Blonde & Dangerous, Released, English,30000000.0,103971.0,US
Project A: Part II,08/19/1987 ,71.0,"Action, Comedy","Dragon is now transferred to be the police head of Sai Wan district, and has to contend with a gangster kingpin, anti-Manchu revolutionaries, some runaway pirates, Manchu Loyalists and a corrupt police superintendent.", A計劃續集, Released, Cantonese,173000000.0,387631576.4,HK
Cocktail,12/01/1988 ,61.0,"Romance, Drama, Comedy","After being discharged from the Army, Brian Flanagan moves back to Queens and takes a job in a bar run by Doug Coughlin, who teaches Brian the fine art of bar-tending. Brian quickly becomes a patron favorite with his flashy drink-mixing style, and Brian adopts his mentor's cynical philosophy on life and goes for the money.",Cocktail, Released, English,20000000.0,78222753.0,AU
The Mermaid: Lake of the Dead,07/12/2018 ,62.0,"Horror, Fantasy, Romance","An evil Mermaid falls in love with Marina's fiancé Roman and aims to keep him away from Marina in her Kingdom of Death under water. The Mermaid is a young woman who drowned a few centuries ago. Marina only has one week to overcome her fear of the dark water, to remain human in the deathly fight with the monsters and not to become one herself.", Русалка. Озеро мертвых, Released, Russian,140800000.0,309118887.2,RU
Role Models,01/15/2009 ,65.0,Comedy,"Two salesmen trash a company truck on an energy drink-fueled bender. Upon their arrest, the court gives them a choice: do hard time or spend 150 service hours with a mentorship program. After one day with the kids, however, jail doesn't look half bad.",Role Models, Released, English,28000000.0,94500826.0,AU
Colorful,08/21/2010 ,73.0,"Animation, Drama, Family","Upon reaching the train station to death, a dejected soul is informed that he is lucky and will have another chance at life. He is placed in the body of a 14-year-old boy named Kobayashi Makoto, who has just committed suicide. Watched over by a neutral spirit named Purapura, the soul must figure out what his greatest sin and mistake in his former life was, before his time limit in Makoto's body runs out. He also has a number of other lesser duties he must complete, such as understanding what led Makoto to commit suicide in the first place and learning how to enjoy his second chance at life.", カラフル, Released, Japanese,124000000.0,417412529.2,JP
Your Son,11/09/2018 ,57.0,"Drama, Thriller","Jaime, a doctor who lives in Seville, finds his life radicallychanged when his son is left fighting for his life after beingbeaten up during a robbery. The feelings of pain andhelplessness soon change to feelings of hate and anger,converting a good dad into a dehumanised man.", Tu hijo, Released,Spanish,2128009.2,414202.0,ES
Killing Season,07/12/2013 ,55.0,"Action, Thriller","Two veterans of the Bosnian War, one American, one Serbian, clash in the remote Smoky Mountain wilderness.",Killing Season, Released, English,4760000.0,39881.0,US
Twin Peaks: Fire Walk with Me,11/18/1992 ,73.0,"Drama, Mystery, Horror","In the questionable town of Deer Meadow, Washington, FBI Agent Desmond inexplicably disappears while hunting for the man who murdered a teen girl. The killer is never apprehended, and, after experiencing dark visions and supernatural encounters, Agent Dale Cooper chillingly predicts that the culprit will claim another life. Meanwhile, in the more cozy town of Twin Peaks, hedonistic beauty Laura Palmer hangs with lowlifes and seems destined for a grisly fate.",Twin Peaks: Fire Walk with Me, Released, English,10000000.0,4184990.0,AU
Fred Claus,11/15/2007 ,58.0,"Action, Comedy, Drama","Fred Claus and Santa Claus have been estranged brothers for many years. Now Fred must reconcile his differences with his brother whom he believes overshadows him. When an efficiency expert assesses the workings at the North Pole and threatens to shut Santa down, Fred must help his brother to save Christmas.",Fred Claus, Released, English,100000000.0,97838349.0,AU
Under the Sea: A Descendants Story,09/28/2018 ,76.0,"Music, TV Movie, Fantasy",Mal emerges from the shadows of a mystical forest onto a dark coastline where she crosses paths with Dizzy.,Under the Sea: A Descendants Story, Released, English,106000000.0,364944575.0,US
La Dolce Vita,08/24/1960 ,82.0,"Comedy, Drama","Journalist and man-about-town Marcello struggles to find his place in the world, torn between the allure of Rome's elite social scene and the stifling domesticity offered by his girlfriend, all the while searching for a way to become a serious writer.", La dolce vita, Released, Italian,961023.8,19647000.0,AU
Cottage Country,11/01/2013 ,53.0,"Action, Comedy, Crime, Romance, Thriller, Horror","When Todd takes his girlfriend Cammie up to the family cottage for a reclusive proposal, the last thing he expected to be doing was dealing with was his slacker brother and his hippie girlfriend.  But in this comedy of errors, Todd and Cammie, have to deal with his accidentally murdered brother in order to live happily ever after.",Cottage Country, Released, English,63200000.0,442527846.4,CA
Stalingrad,06/08/1995 ,73.0,"Drama, History, War","""Stalingrad"" follows the progress of a German Platoon through the brutal fighting of the Battle of Stalingrad. After having half their number wiped out and after being placed under the command of a sadistic Captain, the Lieutenant of the platoon leads his men to desert. The men of the platoon attempt to escape from the city which is now surrounded by the Soviet Army.",Stalingrad, Released, German,5714523.8,152972.0,AU
Absolutely Anything,09/28/2015 ,59.0,"Comedy, Science Fiction",Eccentric aliens give a man the power to do anything he wants to determine if Earth is worth saving.,Absolutely Anything, Released, English,22403300.6,6303792.0,AU
The Princess Switch: Switched Again,11/19/2020 ,69.0,"Family, Romance, Comedy","When Duchess Margaret unexpectedly inherits the throne & hits a rough patch with Kevin, it’s up to Stacy to save the day before a new lookalike  -  party girl Fiona  -  foils their plans.",The Princess Switch: Switched Again, Released, English,10000000.0,217848369.2,AU
Red Cliff Part II,07/09/2009 ,73.0,"Action, Adventure, Drama, History, War","The battle of Red Cliff continues and the alliance between Xu and East Wu is fracturing.  With Cao Cao's massive forces on their doorstep, will the kingdoms of Xu and East Wu survive?", 赤壁2：決戰天下, Released, Chinese,80000000.0,121059225.0,AU
Maximum Overdrive,07/25/1986 ,58.0,"Horror, Action, Science Fiction","When a comet passes close to the earth, machines all over the world come alive and go on homicidal rampages. A group of people at a desolate truck stop are held hostage by a gang of homicidal 18-wheelers. The frightened people set out to defeat the killer machines ... or be killed by them.",Maximum Overdrive, Released, English,10000000.0,7433663.0,US
Pleasure Guide,12/07/2017 ,10.0,Romance,A young man prepping to take the exam to become a police officer is dumped by his lover and takes to a late night bar to drown his woes in drink. There the bar owner and her ladies the stunned and heartbroken young man away., 쾌락도우미, Released, Korean,201940000.0,38157314.0,KR
Tod@s Caen,09/20/2019 ,78.0,Comedy,A pair of seducers try to prove who has the best techniques while trying not to fall in love with each other.,Tod@s Caen, Released,Spanish,116600000.0,586907459.0,MX
Hackers,07/11/1996 ,63.0,"Action, Crime, Thriller, Drama","Along with his new friends, a teenager who was arrested by the US Secret Service and banned from using a computer for writing a computer virus discovers a plot by a nefarious hacker, but they must use their computer skills to find the evidence while being pursued by the Secret Service and the evil computer genius behind the virus.",Hackers, Released, English,20000000.0,7563728.0,AU
The Legend of Hei,08/27/2019 ,84.0,"Animation, Fantasy, Action","In the bustling human world, spirits live peacefully with mankind. Luo Xiaohei, a young cat spirit, becomes a nomad after his forest home is destroyed. His natural talent soon attracts spirits and humans alike, but all of them have their own motivations.", 罗小黑战记, Released, Chinese,9237023.8,48045728.0,CN
Derailed,02/23/2006 ,63.0,"Drama, Thriller","When two married business executives having an affair are blackmailed by a violent criminal, they are forced to turn the tables on him to save their families.",Derailed, Released, English,22000000.0,57520063.0,AU
Minions: Home Makeover,12/13/2010 ,68.0,"Animation, Family, Comedy","A social worker is coming to Gru's house to check if it's suitable for children. Margo, Edith, Agnes and the Minions must take care of the situation.",Minions: Home Makeover, Released, English,112200000.0,663675216.8,US
Superior Firepower: Making 'Aliens',12/02/2003 ,76.0,Documentary,"This feature-length documentary, made especially for the 2003 Aliens (1986) DVD release, is incredibly informative with all its interviews with both the cast and crew, as well as behind the scenes footage filmed during the making of the film. Every possible element towards what went into making the movie is included here and gives fans an overload of information to fill their brains with.",Superior Firepower: Making 'Aliens', Released, English,62400000.0,804760468.6,US
